# nx,nup,ndown,e_ghf,e_cpmc,err_cpmc,time,trial,
1.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,-8.819533912557396604e+01,3.086475827005525675e-03,2.540000000000000000e+03,fe
