# nx,nup,ndown,e_ghf,e_cpmc,err_cpmc,time,trial,
6.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,-5.544105494971062598e+01,4.526813040425396511e-04,8.490000000000000000e+02,fe
8.000000000000000000e+00,1.200000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,-7.497667913219746083e+01,5.240363782719585379e-04,1.220000000000000000e+03,fe
1.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,-9.455247840382264712e+01,5.757397074823425919e-04,1.760000000000000000e+03,fe
1.400000000000000000e+01,2.100000000000000000e+01,2.100000000000000000e+01,0.000000000000000000e+00,-1.340661301944285242e+02,6.237517828076327058e-04,1.340000000000000000e+04,cas
1.600000000000000000e+01,2.400000000000000000e+01,2.400000000000000000e+01,0.000000000000000000e+00,-1.538327729089568834e+02,6.739301353129100672e-04,1.910000000000000000e+04,cas
2.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,0.000000000000000000e+00,-1.932804293249336922e+02,7.848300124566234392e-04,4.320000000000000000e+04,cas
2.400000000000000000e+01,3.600000000000000000e+01,3.600000000000000000e+01,0.000000000000000000e+00,-2.326898894359489134e+02,8.722193799259372058e-04,1.170000000000000000e+04,fe
2.600000000000000000e+01,3.900000000000000000e+01,3.900000000000000000e+01,0.000000000000000000e+00,-2.524940435098750413e+02,8.758475043666616271e-04,1.430000000000000000e+04,fe
2.800000000000000000e+01,4.200000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00,-2.722715611137840028e+02,8.732683531539654504e-04,1.750000000000000000e+04,fe
3.000000000000000000e+01,4.500000000000000000e+01,4.500000000000000000e+01,0.000000000000000000e+00,-2.920306328648631506e+02,9.535881665045164513e-04,2.150000000000000000e+04,fe
3.200000000000000000e+01,4.800000000000000000e+01,4.800000000000000000e+01,0.000000000000000000e+00,-3.117715047087320386e+02,9.735047449916794937e-04,2.620000000000000000e+04,fe
