# nx,nup,ndown,e_ghf,e_cpmc,err_cpmc,time,trial,
1.200000000000000000e+01,3.600000000000000000e+01,3.600000000000000000e+01,0.000000000000000000e+00,-2.035795618992243021e+02,6.050738088093038890e-03,2.130000000000000000e+04,fe
