# nx,nup,ndown,n_walkers,n_eql,e_ghf,e_cpmc,err_cpmc,time,trial,
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,-2.301176146709524772e+01,4.409334320418131477e-04,5.870000000000000000e+02,fe
8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,-4.821431887872714839e+01,5.635319594294840298e-04,5.800000000000000000e+02,fe
1.200000000000000000e+01,1.200000000000000000e+01,1.200000000000000000e+01,4.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,-7.350882310292213617e+01,6.777529583961075911e-04,8.190000000000000000e+02,fe
1.600000000000000000e+01,1.600000000000000000e+01,1.600000000000000000e+01,4.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,-9.882526458983804218e+01,8.072512975545663135e-04,1.450000000000000000e+03,fe
2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,4.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,-1.241540219653092549e+02,8.071907624219817239e-04,2.310000000000000000e+03,fe
2.400000000000000000e+01,2.400000000000000000e+01,2.400000000000000000e+01,4.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,-1.494878642825830752e+02,9.208875551815087377e-04,4.070000000000000000e+03,fe
2.800000000000000000e+01,2.800000000000000000e+01,2.800000000000000000e+01,4.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,-1.748224714859792073e+02,1.208446399435377525e-03,6.100000000000000000e+03,fe
3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,4.000000000000000000e+02,3.000000000000000000e+02,0.000000000000000000e+00,-1.873883778737160242e+02,1.124792128306736872e-03,8.840000000000000000e+03,fe
3.600000000000000000e+01,3.600000000000000000e+01,3.600000000000000000e+01,4.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,-2.254993906079956218e+02,1.061422394667486859e-03,1.230000000000000000e+04,fe
4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+02,2.000000000000000000e+01,0.000000000000000000e+00,-2.508379540794792320e+02,1.115604976455735788e-03,1.080000000000000000e+04,fe
